,day,coustomer,wine,region,price,Popularity
1024,day1,a12,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
1025,day1,a13,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
1026,day1,a13,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
1027,day1,a13,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
1028,day1,a13,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
1029,day1,a13,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
1030,day1,a13,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,153,1142
1031,day1,a13,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
1032,day1,a13,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,126,1266
1033,day1,a13,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
1034,day1,a13,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
1035,day1,a13,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
1036,day1,a14,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
1037,day1,a14,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,417,960
1038,day1,a14,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,156,982
1039,day1,a14,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
1040,day1,a14,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
1041,day1,a14,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
1042,day1,a14,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
1043,day1,a14,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,244,1124
1044,day1,a14,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
1045,day1,a14,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,120,1167
1046,day1,a14,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
1047,day1,a15,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
1048,day1,a15,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
1049,day1,a15,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
1050,day1,a15,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
1051,day1,a15,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
1052,day1,a15,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
1053,day1,a15,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
1054,day1,a15,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
1055,day1,a15,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
1056,day1,a15,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
1057,day1,a15,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
1058,day1,a16,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,53,949
1059,day1,a16,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,173,993
1060,day1,a16,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
1061,day1,a16,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,109,1092
1062,day1,a16,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,45,1101
1063,day1,a16,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
1064,day1,a16,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,27,1130
1065,day1,a16,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,28,1148
1066,day1,a16,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,146,1217
1067,day1,a16,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
1068,day1,a16,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
1069,day1,a17,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1033
1070,day1,a17,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,94,1041
1071,day1,a17,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,190,1051
1072,day1,a17,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,80,1114
1073,day1,a17,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,82,1186
1074,day1,a17,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,75,1205
1075,day1,a17,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,246,1291
1076,day1,a17,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,251,1297
1077,day1,a17,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,70,1297
1078,day1,a17,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,86,1302
1079,day1,a17,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,402,1318
