,day,coustomer,wine,region,price,Popularity,bool,bool2
938,day1,a3,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,$146,1217,1,1
939,day1,a3,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,1,1
940,day1,a3,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,$246,1291,1,1
941,day1,a3,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$251,1297,1,1
942,day1,a3,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1302,1,1
943,day1,a3,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,$402,1318,1,1
944,day1,a4,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$53,949,1,1
945,day1,a4,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$417,960,1,1
946,day1,a4,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$156,982,1,1
947,day1,a4,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1033,1,1
948,day1,a4,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,$94,1041,1,1
949,day1,a4,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$190,1051,1,1
950,day1,a4,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$109,1092,1,1
951,day1,a4,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$22,1100,1,1
952,day1,a4,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,$45,1101,1,1
953,day1,a4,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$244,1124,1,1
954,day1,a4,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,$27,1130,1,1
955,day1,a4,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$120,1167,1,1
956,day1,a4,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,$82,1186,1,1
957,day1,a4,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,$75,1205,1,1
958,day1,a4,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,$146,1217,1,1
959,day1,a4,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,1,1
960,day1,a4,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$251,1297,1,1
961,day1,a4,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$70,1297,1,1
962,day1,a4,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1302,1,1
963,day1,a4,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,$402,1318,1,1
964,day1,a5,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$53,949,1,1
965,day1,a5,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$417,960,1,1
966,day1,a5,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$173,993,1,1
967,day1,a5,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1033,1,1
968,day1,a5,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,$94,1041,1,1
969,day1,a5,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$109,1092,1,1
970,day1,a5,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$22,1100,1,1
971,day1,a5,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,$45,1101,1,1
972,day1,a5,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,$80,1114,1,1
973,day1,a5,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$244,1124,1,1
974,day1,a5,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,$27,1130,1,1
975,day1,a5,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,$153,1142,1,1
976,day1,a5,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$120,1167,1,1
977,day1,a5,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,$82,1186,1,1
978,day1,a5,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,$146,1217,1,1
979,day1,a5,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,1,1
980,day1,a5,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,$246,1291,1,1
981,day1,a5,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$251,1297,1,1
982,day1,a5,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$70,1297,1,1
983,day1,a5,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1302,1,1
984,day1,a6,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$53,949,1,1
985,day1,a6,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$156,982,1,1
986,day1,a6,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1033,1,1
987,day1,a6,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,1,1
988,day1,a6,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,$402,1318,1,1
989,day1,a7,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$173,993,1,1
990,day1,a7,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1033,1,1
991,day1,a7,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,$45,1101,1,1
992,day1,a7,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,$82,1186,1,1
993,day1,a7,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,1,1
994,day1,a8,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,$80,1114,18,18
995,day1,a8,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$28,1148,18,18
996,day1,a8,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$120,1167,18,18
997,day1,a8,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,$75,1205,18,18
998,day1,a8,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$251,1297,18,18
999,day1,a9,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$53,949,19,19
1000,day1,a9,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$22,1100,19,19
1001,day1,a9,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$120,1167,19,19
1002,day1,a9,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,$146,1217,19,19
1003,day1,a9,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,$246,1291,19,19
1004,day1,a10,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,$94,1041,1,1
1005,day1,a10,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$190,1051,1,1
1006,day1,a10,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$120,1167,1,1
1007,day1,a10,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$251,1297,1,1
1008,day1,a10,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,$402,1318,1,1
1009,day1,a11,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$173,993,1,1
1010,day1,a11,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$244,1124,1,1
1011,day1,a11,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,$153,1142,1,1
1012,day1,a11,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$28,1148,1,1
1013,day1,a11,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,1,1
1014,day1,a12,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$156,982,1,1
1015,day1,a12,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$173,993,1,1
1016,day1,a12,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,$94,1041,1,1
1017,day1,a12,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$190,1051,1,1
1018,day1,a12,"Franciscan Estate Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$22,1100,1,1
1019,day1,a12,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,$27,1130,1,1
1020,day1,a12,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,$146,1217,1,1
1021,day1,a12,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,$246,1291,1,1
1022,day1,a12,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$251,1297,1,1
1023,day1,a12,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$70,1297,1,1
1024,day1,a12,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,$402,1318,1,1
1025,day1,a13,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$53,949,1,1
1026,day1,a13,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$173,993,1,1
1027,day1,a13,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,$94,1041,1,1
1028,day1,a13,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$109,1092,1,1
1029,day1,a13,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,$45,1101,1,1
1030,day1,a13,"PlumpJack Winery Estate Cabernet Sauvignon, Oakville, USA",Oakville,$153,1142,1,1
1031,day1,a13,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,$146,1217,1,1
1032,day1,a13,"Darioush Signature Series Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$126,1266,1,1
1033,day1,a13,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,$246,1291,1,1
1034,day1,a13,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$251,1297,1,1
1035,day1,a13,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$70,1297,1,1
1036,day1,a14,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$53,949,1,1
1037,day1,a14,"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$417,960,1,1
1038,day1,a14,"Philip Togni Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$156,982,1,1
1039,day1,a14,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$173,993,1,1
1040,day1,a14,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1033,1,1
1041,day1,a14,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$190,1051,1,1
1042,day1,a14,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,$80,1114,1,1
1043,day1,a14,"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$244,1124,1,1
1044,day1,a14,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$28,1148,1,1
1045,day1,a14,"Paul Hobbs Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$120,1167,1,1
1046,day1,a14,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$70,1297,1,1
1047,day1,a15,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$53,949,1,1
1048,day1,a15,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$173,993,1,1
1049,day1,a15,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1033,1,1
1050,day1,a15,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,$94,1041,1,1
1051,day1,a15,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$109,1092,1,1
1052,day1,a15,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,$45,1101,1,1
1053,day1,a15,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,$27,1130,1,1
1054,day1,a15,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$28,1148,1,1
1055,day1,a15,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$70,1297,1,1
1056,day1,a15,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1302,1,1
1057,day1,a15,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,$402,1318,1,1
1058,day1,a16,"Frank Family Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$53,949,1,1
1059,day1,a16,"Stag's Leap Wine Cellars 'S.L.V' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$173,993,1,1
1060,day1,a16,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,$94,1041,1,1
1061,day1,a16,"Corison Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$109,1092,1,1
1062,day1,a16,"Freemark Abbey Napa Valley Cabernet Sauvignon, California, USA",Napa Valley,$45,1101,1,1
1063,day1,a16,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,$80,1114,1,1
1064,day1,a16,"Beaulieu Vineyard BV Napa Valley Cabernet Sauvignon, USA",Napa Valley,$27,1130,1,1
1065,day1,a16,"Sterling Vineyards Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$28,1148,1,1
1066,day1,a16,"Robert Mondavi Winery 'The Reserve' To Kalon Vineyard Cabernet Sauvignon, Oakville, USA",Oakville,$146,1217,1,1
1067,day1,a16,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,$246,1291,1,1
1068,day1,a16,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$70,1297,1,1
1069,day1,a17,"Spring Mountain Vineyard Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1033,1,1
1070,day1,a17,"Chimney Rock Cabernet Sauvignon, Stags Leap District, USA",Stags Leap District,$94,1041,1,1
1071,day1,a17,"Hall Wines 'Kathryn Hall' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$190,1051,1,1
1072,day1,a17,"Chaix Rutherford Cabernet Sauvignon, Napa Valley, USA",Rutherford,$80,1114,1,1
1073,day1,a17,"Paradigm Cabernet Sauvignon, Oakville, USA",Oakville,$82,1186,1,1
1074,day1,a17,"Inglenook Cabernet Sauvignon, Rutherford, USA",Rutherford,$75,1205,1,1
1075,day1,a17,"Staglin Family Vineyard Estate Cabernet Sauvignon, Rutherford, USA",Rutherford,$246,1291,1,1
1076,day1,a17,"Chappellet Pritchard Hill Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$251,1297,1,1
1077,day1,a17,"Chappellet Signature Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$70,1297,1,1
1078,day1,a17,"Anderson's Conn Valley Vineyards 'Estate Reserve' Cabernet Sauvignon, Napa Valley, USA",Napa Valley,$86,1302,1,1
1079,day1,a17,"Lokoya Winery Mount Veeder Cabernet Sauvignon, Napa Valley, USA",Mount Veeder,$402,1318,1,1
